Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
3,32.0,2,0,22.08,0,1,0,0,1
1,37.0,0,0,8.21,0,1,0,0,1
3,53.0,1,0,14.38,0,1,0,0,1
2,24.0,0,0,14.51,0,1,0,0,1
2,25.0,0,0,9.6,0,1,0,0,1
3,17.0,0,0,12.13,0,1,0,0,1
1,72.0,0,1,76.8,1,0,0,0,1
1,48.0,0,0,29.98,0,1,1,0,0
1,21.0,0,0,226.31,0,1,0,0,1
1,45.0,0,0,36.15,0,1,0,0,1
3,21.0,0,0,9.77,0,1,0,0,1
1,56.0,0,0,33.47,0,1,0,0,1
3,30.0,0,0,8.76,0,1,0,0,1
1,35.0,0,0,57.29,0,1,0,0,1
2,64.0,1,2,68.58,0,1,0,0,1
3,62.0,0,2,11.41,1,0,1,0,0
3,57.0,0,0,6.63,0,1,0,0,1
2,24.0,0,0,8.72,1,0,0,0,1
1,26.0,1,0,25.77,0,1,0,0,1
3,6.0,0,0,9.24,0,1,0,0,1
3,56.0,0,0,9.38,0,1,0,0,1
3,34.0,0,0,10.61,0,1,0,0,1
1,51.0,0,0,222.49,1,0,1,0,0
2,23.0,0,0,9.08,1,0,0,0,1
1,31.0,1,0,28.38,0,1,0,0,1
3,52.0,0,3,28.26,0,1,0,0,1
2,30.0,0,0,31.11,1,0,0,0,1
3,21.0,0,4,6.63,1,0,0,0,1
1,40.0,0,2,81.27,0,1,0,0,1
2,45.0,0,0,24.81,1,0,0,0,1
1,49.0,1,0,375.04,1,0,0,0,1
3,63.0,0,0,11.15,0,1,0,0,1
3,49.0,1,2,26.1,0,1,0,0,1
2,48.0,0,0,21.64,1,0,1,0,0
3,45.0,0,0,11.16,0,1,0,0,1
2,56.0,0,0,31.93,0,1,0,0,1
3,3.0,1,2,610.69,1,0,1,0,0
3,46.0,0,0,10.53,0,1,0,0,1
1,62.0,0,0,77.5,1,0,0,0,1
1,40.0,0,1,8.79,1,0,0,0,1
3,23.0,0,0,8.33,0,1,0,0,1
1,68.0,1,0,63.74,1,0,0,1,0
3,50.0,2,1,80.52,0,1,1,0,0
1,44.0,0,2,259.04,1,0,0,0,1
3,33.0,0,0,26.9,0,1,0,0,1
1,58.0,0,0,6.82,0,1,0,1,0
3,65.0,0,2,88.69,0,1,0,0,1
2,52.0,0,0,26.88,0,1,0,0,1
2,39.0,0,0,28.23,1,0,0,0,1
2,30.0,0,0,34.24,1,0,0,0,1
3,27.0,0,0,10.82,0,1,0,0,1
3,45.0,0,0,4.66,0,1,0,0,1
3,34.0,0,0,14.83,1,0,1,0,0
3,26.0,0,0,11.14,0,1,0,0,1
3,25.0,0,0,10.21,1,0,1,0,0
1,29.0,0,2,215.85,0,1,0,0,1
2,12.0,0,0,9.57,0,1,0,0,1
3,31.0,0,0,26.64,0,1,0,0,1
3,25.0,0,0,8.55,0,1,0,0,1
3,50.0,0,0,8.09,1,0,1,0,0
2,31.0,0,0,11.45,0,1,0,0,1
1,55.0,0,0,11.76,0,1,0,0,1
3,60.0,0,0,23.11,0,1,0,0,1
2,31.0,0,0,10.38,0,1,0,0,1
3,46.0,3,9,11.45,0,1,0,0,1
3,47.0,0,2,28.82,0,1,0,0,1
2,46.0,0,0,11.33,1,0,1,0,0
3,65.0,0,2,11.71,0,1,0,0,1
2,56.0,0,0,8.11,0,1,0,0,1
1,49.0,0,0,32.22,0,1,1,0,0
3,52.0,0,0,32.78,0,1,0,0,1
1,25.0,0,1,246.14,1,0,0,0,1
3,25.0,1,1,11.28,0,1,0,0,1
1,40.0,0,0,27.07,1,0,1,0,0
1,22.0,0,1,25.57,1,0,0,0,1
3,63.0,0,0,7.12,0,1,0,0,1
2,34.0,0,0,9.38,0,1,0,0,1
2,27.0,0,0,270.77,0,1,0,0,1
2,74.0,0,0,29.28,1,0,0,0,1
3,76.0,1,1,38.52,1,0,1,0,0
2,25.0,2,1,22.31,0,1,0,0,1
2,25.0,0,0,8.45,1,0,0,0,1
3,54.0,2,1,29.3,1,0,0,0,1
2,23.0,0,0,5.95,1,0,0,0,1
2,42.0,0,0,25.3,0,1,0,0,1
2,22.0,0,0,28.46,1,0,0,0,1
3,7.0,0,3,12.59,1,0,0,0,1
3,4.0,0,1,77.93,0,1,0,0,1
3,0.33,1,2,26.8,0,1,0,0,1
3,27.0,0,0,8.51,0,1,0,0,1
1,43.0,1,0,262.76,0,1,1,0,0
3,13.0,0,0,27.64,1,0,0,0,1
2,23.0,0,0,12.84,1,0,0,0,1
3,48.0,1,1,111.61,1,0,0,0,1
3,43.0,0,0,10.75,0,1,0,0,1
1,57.0,0,0,14.6,1,0,1,0,0
3,39.0,0,0,8.86,0,1,0,0,1
3,36.0,0,0,54.14,0,1,0,0,1
1,6.0,2,3,9.78,1,0,0,0,1
2,25.0,1,0,25.27,1,0,0,0,1
1,29.0,0,0,74.99,0,1,1,0,0
1,50.5,0,0,23.59,0,1,0,0,1
1,74.0,0,0,118.11,0,1,0,1,0
1,39.0,0,0,24.97,1,0,1,0,0
3,34.0,0,0,12.48,0,1,0,0,1
3,28.0,0,0,10.09,1,0,1,0,0
2,11.0,1,0,28.44,0,1,0,0,1
3,48.0,0,0,24.26,0,1,0,0,1
3,2.0,1,2,84.97,1,0,0,0,1
3,11.0,0,0,6.21,0,1,0,0,1
3,45.0,0,0,13.62,1,0,0,0,1
3,22.0,0,0,7.63,0,1,0,0,1
1,39.0,0,0,75.87,0,1,1,0,0
1,36.0,1,0,11.75,1,0,1,0,0
3,37.0,0,0,6.59,0,1,0,0,1
2,27.0,0,0,10.14,1,0,0,0,1
1,47.0,1,2,119.71,0,1,1,0,0
3,53.0,0,0,6.77,1,0,0,0,1
3,52.0,0,0,24.74,0,1,0,0,1
3,43.0,0,0,9.9,1,0,0,0,1
3,52.0,1,2,57.48,1,0,0,0,1
2,37.0,2,0,23.86,1,0,0,0,1
3,2.0,1,2,26.79,1,0,0,0,1
1,34.0,1,2,30.23,0,1,0,0,1
2,47.0,0,1,60.81,0,1,0,0,1
3,52.0,0,0,8.1,0,1,0,0,1
1,34.0,1,2,75.46,0,1,1,0,0
3,65.0,0,0,6.95,0,1,0,0,1
1,18.0,0,0,11.76,0,1,1,0,0
3,39.0,0,0,10.04,0,1,0,0,1
1,40.0,0,0,590.99,1,0,1,0,0
3,6.0,0,0,10.48,1,0,0,0,1
1,30.0,0,0,89.96,0,1,0,0,1
2,32.0,0,0,27.8,1,0,1,0,0
1,25.0,1,2,90.24,1,0,0,0,1
2,57.0,1,2,66.04,0,1,0,0,1
3,10.0,0,0,9.22,0,1,0,0,1
3,60.0,0,0,5.61,1,0,1,0,0
2,66.0,0,0,32.42,1,0,0,0,1
2,81.0,0,0,32.94,1,0,1,0,0
2,54.0,0,1,27.93,0,1,0,0,1
1,68.0,1,1,72.38,1,0,0,1,0
1,31.0,1,2,68.84,1,0,0,0,1
2,61.0,0,1,31.97,0,1,0,0,1
1,50.0,1,0,30.02,0,1,0,0,1
2,8.0,4,1,35.63,1,0,1,0,0
1,36.0,1,2,212.18,0,1,1,0,0
2,35.0,4,0,26.64,0,1,0,0,1
2,27.0,0,0,8.14,1,0,0,0,1
2,20.0,0,0,12.55,1,0,0,0,1
3,22.0,0,0,68.32,0,1,0,0,1
1,45.0,1,2,77.03,0,1,1,0,0
3,5.0,8,1,35.9,0,1,0,0,1
3,48.0,1,6,29.52,1,0,1,0,0
3,23.0,0,0,6.53,0,1,0,0,1
2,57.0,0,0,7.59,1,0,0,1,0
3,3.0,1,2,28.04,1,0,0,0,1
3,65.0,0,0,11.2,0,1,1,0,0
1,52.0,0,0,200.57,0,1,0,0,1
3,35.0,0,0,10.0,1,0,1,0,0
3,19.0,3,0,12.26,0,1,1,0,0
3,39.0,0,0,10.86,1,0,0,0,1
1,28.0,0,2,28.04,0,1,0,0,1
3,0.17,1,1,29.47,0,1,0,0,1
1,76.0,0,2,112.9,1,0,0,1,0
2,51.0,0,0,7.49,1,0,0,0,1
1,56.0,0,0,191.68,1,0,1,0,0
3,22.0,0,0,15.55,1,0,0,0,1
3,29.0,0,0,7.27,1,0,0,0,1
2,45.0,1,2,9.71,0,1,0,0,1
3,5.0,4,2,75.79,0,1,0,0,1
2,51.0,1,1,32.37,1,0,0,0,1
2,14.0,0,1,11.65,1,0,0,1,0
3,68.0,0,1,31.01,1,0,1,0,0
1,9.0,1,2,33.09,0,1,1,0,0
3,55.0,0,2,9.74,0,1,0,0,1
2,45.0,1,1,31.16,1,0,0,0,1
1,42.0,1,0,75.75,1,0,0,1,0
1,61.0,0,0,170.64,1,0,0,1,0
3,60.0,4,0,14.26,0,1,0,0,1
3,42.0,0,0,11.53,0,1,0,0,1
3,23.0,0,2,7.11,0,1,0,0,1
2,11.0,0,3,10.02,1,0,1,0,0
3,14.0,0,0,7.91,1,0,0,0,1
3,20.0,0,0,13.87,0,1,0,0,1
2,49.0,0,2,6.88,1,0,0,0,1
2,10.0,1,1,34.52,1,0,0,0,1
2,50.0,0,0,11.68,0,1,0,0,1
1,60.0,0,0,29.36,1,0,1,0,0
3,5.0,1,1,30.9,1,0,1,0,0
3,56.0,2,2,27.11,1,0,0,0,1
3,20.0,4,0,8.73,0,1,1,0,0
3,47.0,1,0,11.35,0,1,0,0,1
3,26.0,0,0,9.29,0,1,0,0,1
1,43.0,0,0,114.63,1,0,1,0,0
2,48.0,1,1,27.26,0,1,0,0,1
1,53.0,1,0,31.05,0,1,0,0,1
3,23.0,0,0,32.48,0,1,0,0,1
1,31.0,0,0,22.25,0,1,1,0,0
2,17.0,0,0,7.67,0,1,0,0,1
3,4.0,1,2,34.37,1,0,1,0,0
3,24.0,1,1,31.08,1,0,0,0,1
2,2.0,0,1,8.71,0,1,0,0,1
3,53.0,0,1,296.59,1,0,0,0,1
3,23.0,0,0,8.39,1,0,0,0,1
3,5.0,1,0,9.2,0,1,0,0,1
3,54.0,0,0,27.67,0,1,0,0,1
3,12.0,0,0,7.89,1,0,0,0,1
3,56.0,1,0,11.87,0,1,0,0,1
1,39.0,1,0,53.52,0,1,0,0,1
1,46.0,0,1,30.72,1,0,1,0,0
3,9.0,0,0,9.26,1,0,0,0,1
1,51.0,0,0,186.79,1,0,0,1,0
1,53.0,1,1,82.57,1,0,0,1,0
3,24.0,0,0,20.67,0,1,0,0,1
3,4.0,1,1,26.28,0,1,0,0,1
3,25.0,4,0,10.87,0,1,0,0,1
2,66.0,0,0,5.84,1,0,0,0,1
3,45.0,0,0,10.63,0,1,0,0,1
2,54.0,0,0,32.45,1,0,0,0,1
3,34.0,0,0,24.83,0,1,0,0,1
2,44.0,0,0,8.66,0,1,0,0,1
2,54.0,0,0,8.76,0,1,0,0,1
1,61.0,0,0,90.71,1,0,0,1,0
2,29.0,0,2,19.05,0,1,0,0,1
1,64.0,1,0,114.17,1,0,1,0,0
2,39.0,0,0,8.09,1,0,0,0,1
3,2.0,1,1,24.72,0,1,0,0,1
3,24.0,1,0,72.98,0,1,0,0,1
2,49.0,2,0,32.38,0,1,0,0,1
3,32.0,0,0,9.3,1,0,0,1,0
3,21.0,0,0,14.39,1,0,0,0,1
3,42.0,0,0,10.13,0,1,0,0,1
1,31.0,0,0,29.5,1,0,1,0,0
1,62.0,0,0,166.22,0,1,0,0,1
1,54.0,0,0,34.87,1,0,1,0,0
3,39.0,0,1,10.51,0,1,0,0,1
3,2.0,1,2,35.22,1,0,0,0,1
1,63.0,0,0,28.65,1,0,0,1,0
3,54.0,3,1,8.07,1,0,0,0,1
2,57.0,0,1,5.22,1,0,0,0,1
1,56.0,0,2,25.28,0,1,0,0,1
2,15.0,0,1,31.04,1,0,0,0,1
2,51.0,0,1,6.65,0,1,0,0,1
2,26.0,0,0,25.72,0,1,0,0,1
2,47.0,0,0,8.46,0,1,0,0,1
1,39.0,2,0,141.92,1,0,1,0,0
3,52.0,0,1,28.59,1,0,0,0,1
1,43.0,0,0,32.69,1,0,1,0,0
1,56.0,1,2,78.66,0,1,0,0,1
1,44.0,1,0,111.08,0,1,0,0,1
1,41.0,0,0,29.9,1,0,0,1,0
3,53.0,0,0,9.45,0,1,0,0,1
3,4.0,1,2,35.38,1,0,0,0,1
1,58.0,0,0,79.01,1,0,1,0,0
1,57.0,0,0,26.89,0,1,0,0,1
3,38.0,0,0,10.09,0,1,0,0,1
3,23.0,0,0,7.28,0,1,0,0,1
2,34.0,0,0,33.8,0,1,0,0,1
2,45.0,0,0,9.09,0,1,0,0,1
3,32.0,0,0,11.36,1,0,0,1,0
3,37.0,0,0,7.45,0,1,0,0,1
2,29.0,0,0,8.83,0,1,0,0,1
3,17.0,0,0,11.94,0,1,0,0,1
2,17.0,0,0,23.46,0,1,0,0,1
3,39.0,0,0,12.16,1,0,0,0,1
3,1.0,1,2,71.4,1,0,0,0,1
1,48.0,0,0,247.24,0,1,0,0,1
1,49.0,1,0,168.75,1,0,0,1,0
1,47.0,0,0,138.46,0,1,1,0,0
1,24.0,1,0,67.09,1,0,1,0,0
1,21.0,0,0,188.73,0,1,1,0,0
3,22.0,0,0,9.69,0,1,0,0,1
2,6.0,1,2,68.2,1,0,1,0,0
1,43.0,0,0,34.18,0,1,0,0,1
3,55.0,0,0,29.05,0,1,0,0,1
3,53.0,0,0,13.35,0,1,0,0,1
1,77.0,0,0,31.78,1,0,1,0,0
3,26.0,0,0,11.34,0,1,0,0,1
3,37.0,1,2,78.18,1,0,0,0,1
3,24.0,0,5,10.39,1,0,1,0,0
1,61.0,0,0,80.78,1,0,1,0,0
3,43.0,0,0,9.23,1,0,0,0,1
3,72.0,0,0,8.49,1,0,0,0,1
3,61.0,0,0,11.01,0,1,0,0,1
3,23.0,0,0,7.1,0,1,0,0,1
3,53.0,1,0,59.15,0,1,0,0,1
2,39.0,0,0,6.33,0,1,0,0,1
3,24.0,4,2,85.65,1,0,0,0,1
2,26.0,0,0,22.85,0,1,0,0,1
2,39.0,1,1,32.58,1,0,0,0,1
3,65.0,0,0,8.83,1,0,0,0,1
1,39.0,2,0,166.01,1,0,0,0,1
1,40.0,0,2,231.17,1,0,0,0,1
3,28.0,0,0,7.01,1,0,0,0,1
1,42.0,0,3,137.89,0,1,1,0,0
2,50.0,0,0,9.45,1,0,1,0,0
3,37.0,0,0,10.11,0,1,0,0,1
3,43.0,0,0,29.49,0,1,0,0,1
3,6.0,1,2,34.33,1,0,1,0,0
2,51.0,5,2,23.59,0,1,0,0,1
1,47.0,0,1,26.89,0,1,0,0,1
1,49.0,0,0,25.05,1,0,0,1,0
3,62.0,0,0,10.03,0,1,0,0,1
2,65.0,0,0,9.15,0,1,0,0,1
2,62.0,0,0,29.74,1,0,0,0,1
1,53.0,2,0,9.75,0,1,0,0,1
1,39.0,1,2,116.84,1,0,1,0,0
3,44.0,0,0,7.99,0,1,0,0,1
3,65.0,0,0,7.01,0,1,0,0,1
2,23.0,0,0,6.51,1,0,0,0,1
3,52.0,0,0,27.49,0,1,0,0,1
1,65.0,0,0,22.39,0,1,0,0,1
1,57.0,0,0,256.05,1,0,1,0,0
3,6.0,0,0,5.79,0,1,0,0,1
2,4.0,1,1,30.56,1,0,0,0,1
3,41.0,0,1,13.26,0,1,0,0,1
3,5.0,0,0,6.36,1,0,0,0,1
3,50.0,0,0,23.12,1,0,0,0,1
3,23.0,0,0,10.49,0,1,0,0,1
1,34.0,0,0,79.04,1,0,1,0,0
3,46.0,1,2,36.11,1,0,1,0,0
3,53.0,0,0,64.59,0,1,0,0,1
3,25.0,1,0,10.95,0,1,0,0,0
2,26.0,1,1,37.15,0,1,1,0,0
3,28.0,0,0,13.79,1,0,0,0,1
1,16.0,0,0,11.63,1,0,0,0,1
3,8.0,1,1,26.38,1,0,0,0,1
2,12.0,2,1,35.68,1,0,0,0,1
1,38.0,0,0,10.75,0,1,1,0,0
3,14.0,0,0,24.76,1,0,0,0,1
1,27.0,0,0,119.0,1,0,0,0,1
1,54.0,0,0,26.16,1,0,0,0,1
3,8.0,0,0,9.56,0,1,0,0,1
3,49.0,0,0,12.02,0,1,0,0,1
3,22.0,0,0,5.18,0,1,0,0,1
3,33.0,0,0,23.9,0,1,0,0,1
2,39.0,0,0,7.83,0,1,0,0,1
3,55.0,0,6,9.48,0,1,0,0,1
3,4.0,0,0,5.66,0,1,0,0,1
1,55.0,0,0,131.86,1,0,1,0,0
3,21.0,0,0,9.55,0,1,0,0,1
3,25.0,0,0,12.47,0,1,1,0,0
2,67.0,2,0,30.78,1,0,0,0,1
3,58.0,0,0,6.06,0,1,0,0,1
3,57.0,0,0,5.71,0,1,0,0,1
3,24.0,0,0,7.17,0,1,0,0,1
3,64.0,0,0,8.65,1,0,1,0,0
1,43.0,8,0,64.02,0,1,1,0,0
1,66.0,0,0,22.17,1,0,0,1,0
2,35.0,0,0,32.06,1,0,0,0,1
1,26.0,0,0,30.37,1,0,0,0,1
2,44.0,0,1,28.29,1,0,1,0,0
1,44.0,0,0,31.23,0,1,1,0,0
1,47.0,0,0,160.07,0,1,0,0,1
3,53.0,0,0,11.46,1,0,0,1,0
1,55.0,0,0,98.43,1,0,1,0,0
2,22.0,0,0,21.34,0,1,0,0,1
1,0.58,4,0,28.34,0,1,0,0,1
1,26.0,1,0,59.92,0,1,0,0,1
1,37.0,0,0,235.74,1,0,1,0,0
2,46.0,0,0,56.05,0,1,0,0,1
1,50.0,3,2,474.68,0,1,0,0,1
3,5.5,1,2,73.74,1,0,1,0,0
1,56.0,0,0,318.55,0,1,1,0,0
2,62.0,0,1,11.39,1,0,0,0,1
1,49.0,0,0,26.02,1,0,0,1,0
3,17.0,0,2,25.54,0,1,0,0,1
3,48.0,0,1,7.49,0,1,0,0,1
3,61.0,0,0,4.89,0,1,0,0,1
2,34.0,0,0,9.41,0,1,0,0,1
3,30.0,0,0,10.15,0,1,0,0,1
2,66.0,0,0,10.23,1,0,0,0,1
1,61.0,0,0,63.07,1,0,1,0,0
3,4.0,1,2,30.43,1,0,1,0,0
1,41.0,1,1,14.83,1,0,0,0,1
2,39.0,0,0,10.69,1,0,0,0,1
3,11.0,4,2,29.74,0,1,0,0,1
3,18.0,0,0,9.04,1,0,0,0,1
1,43.0,0,0,120.52,0,1,0,1,0
3,56.0,0,0,6.99,0,1,1,0,0
2,59.0,0,0,11.78,0,1,0,0,1
3,58.0,0,0,8.5,0,1,0,0,1
3,19.0,0,0,12.63,0,1,0,0,1
1,49.0,0,0,24.77,0,1,0,0,1
3,37.0,0,0,10.96,1,0,1,0,0
1,45.0,1,0,26.7,0,1,0,0,1
1,47.0,1,2,244.28,0,1,0,0,1
3,50.0,3,0,32.23,0,1,0,0,1
3,70.0,0,0,4.41,0,1,0,0,1
2,75.5,0,0,13.31,1,0,1,0,0
3,53.0,0,0,9.1,0,1,0,0,1
1,64.0,0,0,24.99,1,0,0,1,0
3,25.0,0,0,5.67,0,1,0,0,1
1,62.0,0,1,29.75,1,0,1,0,0
1,49.0,0,0,179.55,1,0,0,1,0
1,66.0,0,0,73.7,1,0,1,0,0
3,34.0,0,0,11.04,1,0,0,0,1
3,39.0,0,0,10.72,0,1,0,0,1
1,47.0,2,0,238.69,1,0,1,0,0
1,34.0,1,2,70.34,0,1,0,0,1
1,54.0,0,2,212.61,1,0,1,0,0
2,50.0,0,0,25.89,1,0,0,0,1
3,22.0,0,0,8.76,0,1,0,0,1
2,6.0,1,1,33.01,1,0,0,0,1
1,71.0,0,0,12.42,1,0,0,1,0
2,67.0,0,0,8.47,1,0,0,0,1
2,16.0,0,4,9.47,0,1,0,0,1
1,32.0,0,0,203.46,1,0,1,0,0
2,33.0,0,0,23.25,0,1,0,0,1
3,38.0,0,0,6.79,0,1,0,0,1
2,27.0,3,0,27.74,1,0,0,0,1
1,45.0,0,0,11.03,1,0,0,0,1
3,9.0,0,2,6.86,1,0,0,0,1
1,40.0,0,1,28.05,1,0,1,0,0
3,40.0,0,0,7.51,0,1,0,0,1
3,29.0,2,0,28.39,0,1,0,0,1
3,10.0,1,1,75.77,0,1,0,0,1
2,56.0,0,0,10.59,0,1,0,0,1
2,34.0,0,1,29.68,0,1,0,0,1
1,33.0,3,9,333.2,0,1,0,0,1
1,53.0,0,0,107.16,1,0,0,1,0
1,62.0,0,0,9.27,0,1,0,0,1
3,27.0,0,0,9.72,0,1,0,0,1
3,41.0,3,0,10.97,0,1,0,0,1
3,22.0,0,0,11.56,1,0,0,0,1
2,26.0,1,1,11.7,1,0,1,0,0
1,45.0,0,0,27.39,0,1,0,0,1
2,70.0,0,0,79.09,0,1,0,0,1
1,37.0,0,0,21.88,0,1,0,0,1
2,11.0,1,1,26.06,1,0,1,0,0
2,5.0,0,0,21.22,1,0,1,0,0
3,14.0,0,2,11.74,1,0,1,0,0
3,4.0,2,1,22.39,0,1,0,0,1
1,40.0,0,0,34.28,1,0,1,0,0
1,57.0,0,0,12.04,0,1,0,0,1
2,72.0,2,1,27.96,1,0,0,0,1
1,39.0,1,0,32.82,0,1,0,0,1
2,15.0,0,0,30.03,1,0,0,0,1
2,14.0,3,0,10.36,1,0,0,0,1
3,49.0,0,0,8.02,0,1,0,0,1
1,32.0,0,2,30.08,0,1,0,0,1
3,37.0,0,0,26.51,0,1,0,0,1
3,28.0,0,0,9.71,1,0,0,0,1
1,39.0,1,0,28.36,1,0,1,0,0
2,11.0,4,1,14.23,1,0,0,0,1
2,68.0,0,0,6.13,1,0,0,0,1
1,33.0,0,0,215.38,0,1,0,0,1
3,26.0,0,0,11.06,0,1,0,0,1
1,62.0,0,0,34.59,1,0,1,0,0
3,40.0,0,0,8.84,0,1,0,0,1
3,4.0,8,2,9.92,0,1,0,0,1
3,43.0,0,0,54.67,0,1,0,0,1
1,41.0,0,0,27.29,0,1,0,0,1
2,39.0,0,0,14.62,1,0,0,0,1
2,39.0,0,0,26.56,0,1,0,0,1
3,20.0,0,0,9.83,0,1,1,0,0
2,23.0,0,1,14.3,1,0,1,0,0
3,39.0,0,0,6.2,0,1,0,0,1
3,25.0,0,0,12.79,0,1,0,0,1
2,38.0,0,0,29.63,1,0,1,0,0
1,1.0,0,0,176.51,1,0,0,0,1
3,62.0,0,2,31.91,0,1,0,0,1
2,29.0,0,0,9.49,1,0,1,0,0
3,1.0,1,1,74.08,0,1,1,0,0
1,32.0,0,0,450.49,1,0,1,0,0
3,25.0,0,0,8.17,0,1,0,0,1
1,28.0,0,0,256.18,0,1,1,0,0
3,64.0,0,0,11.64,1,0,1,0,0
2,5.0,1,2,23.45,0,1,0,0,1
1,57.0,0,0,97.21,1,0,0,1,0
2,45.0,0,3,28.64,1,0,0,0,1
3,52.0,0,0,8.98,0,1,1,0,0
2,36.0,1,0,72.74,1,0,1,0,0
3,54.0,0,0,4.69,0,1,0,0,1
3,18.0,0,0,9.83,0,1,0,0,1
2,62.0,0,0,25.74,0,1,0,0,1
3,4.0,1,2,35.05,1,0,0,0,1
3,2.0,1,2,34.8,1,0,1,0,0
2,27.0,0,0,10.11,1,0,0,0,1
2,53.0,0,0,7.57,0,1,0,0,1
3,39.0,0,0,10.77,0,1,0,1,0
3,56.0,0,0,20.86,0,1,0,0,1
2,54.5,0,0,23.0,1,0,1,0,0
3,49.0,1,1,34.31,0,1,0,0,1
3,28.0,0,0,7.14,1,0,0,0,1
3,61.0,0,0,7.37,0,1,0,0,1
1,59.0,0,0,19.08,0,1,0,0,1
3,28.0,0,1,23.71,1,0,0,0,1
3,26.0,0,0,30.38,0,1,0,0,1
3,0.67,1,2,31.26,1,0,0,0,1
2,24.0,0,1,25.5,0,1,0,0,1
1,55.0,0,0,31.77,1,0,1,0,0
2,54.0,2,1,25.2,0,1,0,0,1
1,22.0,0,0,132.21,0,1,0,0,1
3,53.0,3,0,56.03,0,1,0,0,1
2,67.0,0,0,22.76,1,0,0,1,0
3,78.0,0,0,11.59,1,0,0,0,1
1,9.0,0,0,24.42,0,1,0,0,1
1,56.0,0,1,27.34,1,0,0,0,1
2,51.0,0,0,6.03,0,1,0,0,1
1,52.0,0,0,207.36,1,0,1,0,0
1,41.0,0,0,192.07,1,0,1,0,0
3,4.0,1,2,76.09,0,1,0,0,1
2,14.0,0,0,7.98,1,0,1,0,0
2,55.0,0,0,22.93,1,0,0,0,1
3,28.0,0,0,28.37,0,1,0,0,1
1,60.0,0,3,25.05,1,0,0,1,0
2,34.0,0,0,9.04,0,1,0,0,1
2,34.0,0,0,11.15,0,1,0,0,1
1,26.0,0,0,21.64,0,1,0,0,1
3,24.0,0,1,8.99,0,1,0,0,1
1,40.0,1,0,31.04,0,1,0,1,0
3,7.0,0,0,9.48,0,1,0,0,1
1,38.0,0,0,183.22,0,1,1,0,0
3,52.0,0,0,7.19,0,1,0,0,1
3,12.0,0,0,80.77,0,1,0,0,1
3,31.0,1,1,32.82,0,1,0,0,1
3,44.0,0,0,7.58,0,1,0,0,1
3,33.0,0,0,10.79,0,1,0,0,1
1,57.0,0,0,90.54,1,0,1,0,0
2,28.5,0,0,6.97,1,0,0,0,1
2,32.0,0,0,3.6,0,1,0,0,1
2,16.0,0,0,22.58,1,0,1,0,0
1,23.0,0,0,33.85,1,0,0,0,1
3,21.0,3,0,8.74,1,0,0,0,1
1,46.0,1,1,92.94,0,1,0,0,1
1,0.5,1,2,27.7,0,1,0,0,1
3,32.0,0,0,28.97,0,1,0,0,1
2,27.0,4,0,9.7,1,0,0,0,1
2,67.0,0,0,11.96,1,0,1,0,0
3,39.0,0,0,9.29,0,1,0,0,1
3,18.0,0,0,10.94,1,0,1,0,0
3,50.0,0,0,9.45,1,0,1,0,0
1,28.0,0,2,166.1,0,1,0,0,1
1,47.0,0,1,56.36,1,0,0,0,1
1,9.0,1,0,242.77,1,0,0,0,1
1,52.0,1,0,29.48,0,1,0,0,1
3,44.0,0,0,9.26,0,1,0,0,1
3,4.0,1,2,32.48,1,0,1,0,0
2,54.0,0,0,30.02,1,0,1,0,0
1,26.0,2,0,119.76,1,0,1,0,0
3,30.0,0,0,30.32,0,1,0,0,1
3,63.0,0,0,9.26,0,1,0,0,1
1,35.0,0,0,29.12,0,1,1,0,0
1,35.0,0,1,29.75,1,0,1,0,0
2,32.0,0,2,26.4,0,1,0,0,1
1,48.0,0,0,272.77,1,0,1,0,0
2,39.0,1,0,23.99,0,1,0,0,1
1,62.0,1,0,247.24,1,0,0,0,1
3,41.0,0,0,5.96,0,1,0,0,1
2,68.0,0,0,7.35,0,1,1,0,0
3,66.0,0,0,29.12,0,1,0,0,1
1,23.0,0,1,7.58,0,1,0,0,1
3,4.0,1,1,32.59,1,0,0,0,1
2,59.0,0,0,7.02,1,0,0,0,1
1,53.0,0,1,31.9,1,0,1,0,0
3,39.0,0,0,7.22,0,1,0,0,1
1,57.0,1,2,498.66,1,0,1,0,0
1,39.0,1,0,138.66,0,1,0,0,1
3,53.0,0,0,8.87,0,1,0,0,1
3,61.0,0,0,4.95,0,1,0,1,0
1,26.0,0,0,226.08,1,0,1,0,0
2,5.0,0,0,8.77,1,0,0,0,1
3,30.0,0,0,5.36,0,1,0,0,1
3,25.0,0,0,24.9,0,1,0,0,1
1,49.0,0,0,112.01,1,0,0,0,1
3,53.0,1,0,12.22,0,1,0,0,1
2,26.0,0,0,8.02,0,1,0,0,1
3,58.0,0,0,22.19,0,1,0,0,1
3,14.0,0,0,8.5,0,1,0,0,1
1,50.0,0,0,123.27,0,1,1,0,0
3,20.0,0,0,7.12,0,1,0,0,1
2,76.0,0,0,33.58,1,0,1,0,0
3,20.0,0,0,6.98,0,1,0,0,1
3,24.0,0,2,9.33,1,0,0,0,1
1,70.0,0,0,75.79,1,0,0,1,0
1,29.0,0,0,24.29,1,0,0,0,1
2,73.0,0,0,9.05,1,0,0,1,0
1,3.0,1,2,90.29,0,1,0,0,1
2,53.0,0,0,29.41,1,0,1,0,0
