,clusters
19347,4
32327,4
11631,1
17775,0
30403,4
34024,4
23530,0
3919,2
55660,0
46359,4
33179,3
998,0
26859,4
25675,4
58207,4
19611,3
2841,0
57543,4
7058,4
27564,0
44363,3
21725,2
8541,1
21504,1
56725,3
5329,0
26914,3
33891,3
16350,2
24854,0
10945,2
21070,4
43119,3
41904,0
51615,0
38579,4
9686,3
46162,4
11968,0
48131,2
46737,4
46073,1
51999,3
37608,3
44713,3
36483,4
56663,1
19790,3
3188,0
24962,3
3844,3
8178,4
28104,0
19590,4
56037,4
42609,4
5175,4
24008,1
53240,1
58428,1
17046,0
27322,3
10032,1
30625,1
9428,3
33426,3
13174,0
23870,4
48659,0
20891,1
50079,4
35953,0
35014,0
49743,4
19276,4
8805,1
52708,3
33629,3
41569,2
23280,2
2082,0
43387,2
3247,4
49957,3
23043,4
34972,4
23927,4
52355,3
19345,3
17993,1
26511,3
9689,4
10572,2
45595,3
6088,3
37517,3
21771,4
17818,0
40268,4
33309,4
282,1
16753,1
38596,0
5467,4
5449,2
36011,2
30279,4
35361,4
5256,3
25401,1
47260,2
20788,3
3161,4
23445,3
31040,2
45023,3
35283,1
55934,3
44823,2
30788,0
16380,0
3341,4
35731,3
50,3
29441,1
39903,2
48783,2
56471,0
46422,0
36443,4
51308,0
33819,4
13562,0
57949,0
19051,4
42058,3
10054,4
35156,4
30947,3
41003,4
47777,4
33849,0
4033,1
53107,0
50518,3
41459,0
46255,2
34412,0
90,1
56328,1
29594,3
44436,4
19707,3
25408,4
30497,4
56163,0
56928,4
36362,4
41104,3
35984,0
39472,1
50054,2
42311,0
42894,2
2371,0
5621,3
25933,3
46878,3
43602,0
53826,1
25712,4
23161,3
13022,2
24915,3
57759,3
53294,4
22492,2
41775,0
6215,1
37025,3
33796,1
17284,1
12985,4
4859,0
46976,3
39575,3
21158,0
700,0
6345,1
48153,1
3476,4
27601,2
28889,1
12394,3
24041,2
38250,3
14206,0
21948,1
55417,4
30159,4
20567,4
9224,2
15658,3
58137,4
48107,4
50769,3
7634,4
1201,2
11324,3
32645,3
49002,4
54390,4
2476,3
24328,4
49810,1
2125,4
8644,1
48859,3
24443,3
20315,3
13738,2
11936,1
46104,4
50606,3
7789,0
44177,3
22624,4
54493,4
55949,2
43197,0
49047,4
24914,1
6646,3
53464,3
50735,3
37620,4
50858,3
9637,3
32976,4
43265,3
23089,3
28623,3
17672,1
9286,2
18259,3
6837,3
4323,3
26576,3
7736,0
9945,1
19569,2
23750,0
57123,3
34282,4
16290,3
55095,1
27292,4
38099,2
49014,3
39902,4
38843,1
56071,4
57406,1
12313,0
40223,3
35137,2
50844,3
7357,1
47952,0
53399,1
53735,3
48394,0
9891,1
17380,3
16479,3
56360,4
26367,3
45655,3
56292,2
7686,0
44438,3
14352,4
57327,0
42917,0
27683,3
33481,4
57912,3
42622,1
31001,3
57087,4
42486,4
50526,4
39149,4
36138,2
7498,3
35379,0
45723,0
7183,3
45714,0
13065,3
34613,4
10571,3
911,1
32790,3
2749,0
50472,4
6786,3
28873,2
57378,1
54415,3
22740,2
32200,1
28931,4
42228,3
53562,3
53092,3
22761,1
13539,3
17268,0
4473,2
31082,4
44637,4
13870,1
41708,0
35173,3
1011,3
1217,0
47424,0
17756,4
23687,4
58306,2
43206,0
23615,4
11643,0
4100,4
41984,0
12720,1
31794,1
37388,4
55817,3
22780,0
7271,1
24048,4
45551,0
45366,4
10301,2
19219,3
53211,0
28568,3
13419,1
16394,1
22346,3
44700,1
27010,1
33922,3
342,3
30951,4
57621,0
13915,4
47051,3
47897,3
34017,3
41951,2
27493,3
56269,2
58220,0
56474,1
47074,0
15974,4
42636,3
47835,4
54428,4
27130,3
49019,1
3055,0
19067,4
57978,2
25184,4
17957,3
45530,0
17641,4
40159,4
25213,1
36007,3
30674,1
54841,3
52393,1
51813,0
33992,0
27974,1
6662,0
25481,3
32029,4
7197,3
14475,4
40427,0
30485,2
28920,2
16029,0
11214,0
42225,3
18541,4
46173,1
5918,3
55189,1
37491,4
57304,3
9634,4
31941,4
5325,0
30453,2
10076,4
50072,4
2983,4
22202,3
40078,3
48442,3
27039,3
18988,4
36438,0
35132,3
39767,2
54545,3
42938,0
7343,0
2655,4
40158,1
12728,4
6124,1
32818,4
16838,1
26951,4
42685,0
57731,0
29018,0
36092,0
6366,2
51977,4
57765,1
20734,3
8578,3
35912,4
55329,4
35769,3
5347,0
752,1
32317,0
9144,3
27706,4
25646,2
1198,3
53304,3
56326,3
8700,2
18092,3
16003,0
33916,0
41524,3
18825,3
9462,2
20549,0
33951,3
22700,1
19230,2
31829,4
56567,3
3229,1
148,4
15830,3
36755,3
44158,1
35363,3
31709,4
46449,1
22688,3
13033,4
39434,3
26263,0
25707,3
15008,3
37231,4
33053,3
52909,2
4629,4
49190,3
19575,3
21483,4
36445,4
49537,4
16556,3
35391,0
19416,1
27715,0
6767,4
57352,0
49293,0
42290,3
26172,2
9009,1
26277,3
41007,2
17480,3
20700,4
7931,3
57318,3
13445,4
54460,3
39074,3
38075,3
24988,1
49846,4
51171,3
48983,3
35420,0
49969,0
45154,3
42954,4
43031,0
44912,4
44705,4
40757,2
33163,0
32968,3
22436,4
53970,3
53100,0
28934,4
6883,0
21299,4
14620,4
51618,4
32371,3
7541,0
23852,4
44769,3
15040,4
38007,2
29106,3
2195,3
19455,2
38772,3
30421,3
4757,2
31686,4
27177,4
26744,4
24957,0
21918,3
711,2
33117,3
1832,0
44905,3
32310,3
2787,3
31942,4
53960,3
8332,0
28767,3
37497,4
6614,1
10905,1
28515,3
4698,1
47590,0
40330,4
23075,3
52316,1
22881,0
13267,4
2794,4
32322,4
27867,0
8671,3
54857,1
34109,0
7385,3
28768,0
22264,3
7837,4
27112,3
28385,3
4603,3
4339,3
56624,0
20739,4
40530,0
5601,1
31158,3
16947,1
10335,3
42665,3
11062,0
18535,0
11474,4
49959,2
15041,4
36824,1
14640,3
34504,2
33219,0
43405,3
48849,4
26524,3
43744,3
56020,2
56067,4
50304,1
4260,3
16557,3
15423,4
48959,1
37626,3
56059,4
13176,3
1349,4
45238,3
48790,3
21488,0
36153,3
13570,1
29219,4
961,4
24169,3
57834,4
30616,2
28807,2
23160,3
43811,3
46316,1
56642,3
35606,0
7691,3
8922,4
21250,3
35772,4
25395,3
45736,0
55009,3
44494,2
31639,3
28890,3
31043,0
33267,4
57643,0
30340,3
54838,3
43917,2
1512,0
47475,4
52553,3
8035,3
26950,4
51089,3
32908,2
45130,4
22463,4
15480,1
43041,3
1014,4
12388,0
7167,4
41342,4
7829,0
27752,3
45176,4
45264,3
27106,3
7362,2
17254,3
9227,3
10075,4
1044,0
37023,2
37458,4
11115,1
52801,3
13936,0
38793,1
6378,3
12630,3
12038,0
5980,2
26689,4
51347,1
53150,3
6468,1
20566,3
41772,3
50257,0
26304,4
11410,4
58486,1
18604,3
6947,3
34404,4
15675,3
11407,4
34271,3
42053,4
47160,3
42637,4
41792,0
21478,2
14118,1
41796,1
3810,3
26957,3
33824,1
23177,4
55570,3
25336,1
552,3
10099,1
37194,2
44352,4
2423,0
10674,3
22345,4
17899,0
53599,3
21365,3
18117,0
52890,0
8005,4
22628,0
46526,2
17630,4
45865,1
50506,4
26436,4
4211,3
14929,3
39275,1
29388,0
25354,3
18274,3
8585,2
36136,0
4064,0
1369,1
7731,3
46825,3
11110,3
22391,4
58492,3
52953,3
217,1
20430,1
45947,1
27328,4
41443,4
57866,0
24564,1
44440,3
6926,3
5546,1
53601,4
45061,1
18661,0
10374,0
44541,3
24416,0
22094,1
10766,2
47415,4
32145,0
56247,4
40107,1
13759,4
53429,3
55613,1
5144,0
34397,3
27055,4
27007,4
39172,1
49465,3
3966,3
50519,3
9211,2
3882,1
43576,3
45021,3
51781,3
49241,3
2006,4
20922,3
7481,3
20951,0
14960,2
38563,4
54107,3
52428,1
11428,4
27905,3
20896,0
32849,2
38051,3
44560,0
12545,2
2674,0
41498,3
8200,0
33325,4
9771,0
15439,1
35589,4
2401,4
16958,4
36779,0
31507,4
57092,2
24602,4
19621,1
54771,3
4068,1
19288,2
51459,2
5958,4
8515,4
1839,4
18318,0
37191,3
5814,0
55655,4
13829,2
6737,4
23138,4
35098,1
10393,4
32213,4
22466,4
19002,4
26874,0
43818,4
49109,1
18822,1
31789,4
32297,3
20656,4
24579,4
29194,4
41712,2
16739,3
12818,0
52728,4
41723,4
40643,3
55207,3
43680,3
38944,1
900,0
47669,1
40318,4
39243,0
22745,3
15012,0
6548,4
4104,4
16091,3
40746,0
50023,3
8787,3
21293,3
20490,4
37963,3
17248,1
31153,2
15956,3
22581,4
4305,2
39897,4
29379,4
25078,0
43563,2
9690,1
19683,2
26200,3
3196,2
50940,3
18702,2
12186,4
35681,4
40560,4
57249,1
22375,1
28692,2
41401,2
11860,1
21138,3
50611,4
55866,4
243,4
1077,3
3469,3
34784,4
10835,3
40471,3
38911,0
51021,0
35403,3
36193,3
34640,3
22639,3
41657,0
28868,4
52712,0
21233,3
27182,3
7782,1
1791,0
25369,3
19162,4
52494,4
17464,3
38693,1
2117,4
592,3
8939,4
27970,1
49115,3
16028,3
34702,1
9772,3
33347,4
847,2
39308,0
40152,3
54376,3
52994,3
9208,2
3548,2
8123,2
12439,4
11122,0
49944,3
48092,1
44499,1
1706,1
11083,4
51296,3
18127,3
49775,3
15513,4
441,2
40037,4
32019,3
33150,3
22541,1
21046,3
53221,1
25945,3
38510,0
41475,4
45233,3
55062,4
4150,4
58252,4
21679,1
18149,4
21550,4
54127,4
43160,2
29919,3
40967,4
15508,3
15691,0
51531,3
51395,4
41333,0
43829,3
48553,2
46956,4
7619,1
32778,2
54015,2
52088,3
24576,3
54486,3
34476,3
20690,2
56262,2
55141,4
34801,1
24202,1
40597,4
21030,3
385,3
57825,4
9265,4
45461,0
19331,2
6351,3
27115,0
11368,3
2186,4
56061,0
17474,3
33683,0
13962,4
2539,1
27421,1
38613,4
3991,3
51207,3
33588,2
44180,0
58362,4
18640,4
33222,0
42661,4
48522,4
24960,3
57699,4
27840,4
41410,0
20773,3
41254,1
29257,3
38347,4
36501,4
38398,1
46970,0
15181,3
50977,2
47689,4
4647,1
31381,4
38648,3
7632,0
52241,0
23904,4
55640,3
37368,4
57198,0
530,3
45235,2
39754,4
26213,0
42885,1
4075,1
17662,0
49139,2
29846,1
11805,1
37616,3
33413,4
24706,3
7953,4
56841,4
19342,3
47031,3
38907,3
26893,4
6816,4
9821,1
11217,4
42878,1
45712,3
16979,2
42380,4
54781,4
26610,0
53990,4
27359,2
10999,2
11185,0
12949,4
15637,2
51521,0
38858,4
449,3
56687,2
12238,3
45686,4
48653,4
47122,4
41696,1
4011,3
52898,4
57273,3
12695,3
14277,3
23281,3
2015,4
25327,3
2065,0
46552,4
15907,2
54846,1
7673,3
14204,3
53077,1
20405,2
10997,2
34753,3
48544,1
47221,0
13296,3
12252,4
44273,1
45452,0
20601,4
45848,3
46529,3
23820,3
47895,3
21363,0
20870,4
14598,3
11375,1
36005,2
8120,1
8102,4
32739,0
36230,1
55576,0
13236,0
11885,0
56252,4
49533,4
47734,0
45213,4
21220,1
43065,2
20180,4
56213,4
22949,0
42247,3
43167,3
26985,3
41589,4
5271,4
52970,2
28535,4
53022,0
57384,0
33144,3
3385,1
11557,3
20659,3
42808,2
8334,2
10333,4
15681,4
28689,1
17115,1
25891,3
52180,1
23525,0
20897,1
4082,3
15312,4
37537,0
51314,3
37472,4
52848,1
46697,0
19026,3
53833,4
845,3
14688,1
42315,4
56430,4
2911,0
34150,3
14032,0
36227,4
48362,3
2462,2
42052,3
48340,0
44219,4
1003,1
15248,3
18132,1
47638,4
12898,4
57224,3
55889,1
25584,4
52278,4
41073,3
47125,3
48757,0
43094,0
28837,2
46336,3
23918,1
3033,4
13047,4
33994,3
23463,4
5844,4
22609,3
48519,4
34484,1
2067,2
12992,0
32103,1
38035,3
12080,4
29452,4
29519,1
28348,4
3822,3
14480,1
25906,3
55307,4
46774,2
58562,3
4091,4
52742,3
54748,1
50031,4
26101,1
44555,4
55291,0
13960,3
56556,4
49431,2
41595,4
5447,1
28115,1
9137,4
24809,1
266,0
36202,0
6871,3
20912,4
8986,3
4953,2
677,4
35786,4
9268,1
41435,1
22233,4
41312,4
54179,0
49984,3
14505,1
3014,3
52309,3
34816,1
23834,0
1381,3
55545,1
2228,3
33900,3
37566,3
8920,3
12884,3
15878,1
1950,1
18376,3
35855,2
35932,4
47157,3
38097,2
51445,4
47928,3
41480,0
26646,3
1814,2
42239,1
26279,3
8626,0
54137,4
54853,0
58074,4
49902,0
13230,3
15986,4
6606,4
43931,1
57169,1
673,4
22011,4
4177,0
14226,4
41992,3
34832,4
47826,3
3257,4
19476,4
43786,0
10705,3
19008,4
27285,3
53486,3
8229,4
6231,0
15080,0
34409,4
4404,3
5669,3
9200,3
10065,3
30314,3
5295,0
13623,3
14187,2
43134,4
56840,3
56502,1
45625,4
1675,0
42283,3
4052,1
28549,2
42387,3
2795,0
17858,4
44291,3
53491,3
33391,0
44205,3
23292,4
6238,4
19653,3
39797,4
54159,3
56063,0
56307,4
54987,3
11746,2
49563,0
19185,4
49495,4
44375,4
2738,3
41968,1
28170,4
35355,4
47293,3
15595,4
44802,1
57862,0
26139,4
58054,0
36996,1
48154,4
41511,3
52350,4
44196,0
46167,1
40415,2
22896,0
49210,2
22931,4
52165,3
3232,4
17329,3
30770,3
40452,3
19292,4
34954,0
20752,3
50820,2
38027,3
24712,3
10328,4
4212,1
50632,3
20541,4
25651,4
27138,0
13238,3
39126,0
18797,4
44967,4
15337,3
49375,4
48873,4
1919,4
38824,1
24420,1
18766,0
33823,3
45915,4
30003,2
55478,4
46597,4
3191,4
53839,3
22218,4
38500,0
56790,2
40195,2
14120,4
4795,2
6171,2
38291,1
42607,4
17606,4
2261,3
33370,3
56014,4
43549,4
42374,0
25912,3
56729,0
27158,3
21534,4
52657,1
41660,4
47432,3
47770,3
28440,0
57554,1
31145,0
23374,1
12839,3
4591,0
22699,2
47182,3
32882,2
47099,0
830,0
31269,4
54407,1
55753,2
11865,4
49395,1
38534,0
36179,3
53043,3
16587,3
34394,3
38216,3
5766,1
29526,2
6479,4
4113,3
3374,4
32658,1
20725,3
23472,3
10299,1
30682,3
24526,4
42739,4
47124,4
18129,0
24199,2
30546,2
49296,2
9296,4
48972,4
14734,4
25168,3
23131,3
36977,4
8166,3
18245,4
26849,4
55647,1
54674,2
38357,2
52310,3
10138,0
26609,4
910,3
45503,3
34410,1
19692,3
30910,4
7460,4
2236,4
19049,4
46358,4
24160,4
38676,3
43055,2
56986,4
34287,3
9540,3
9220,4
16517,3
2629,2
20433,4
11111,4
42635,4
46046,4
26291,3
54401,4
25667,2
20307,3
55568,1
42075,4
44090,0
52150,1
37395,2
45455,4
6307,3
31856,3
28303,0
15133,1
19627,4
40031,1
13818,0
40269,4
35386,1
27935,4
49695,3
49148,4
13680,2
56988,3
54008,2
39904,3
19171,3
774,4
27888,2
54886,4
15043,4
3278,3
2348,3
36745,4
1124,4
7005,3
12778,4
40682,4
15855,0
32190,4
38122,3
27895,4
40856,4
29354,4
25073,1
16675,1
20640,3
12603,0
8898,3
53522,2
8610,3
25960,3
35553,3
21442,0
9013,3
16089,4
21984,4
52118,4
22232,2
35868,4
11571,1
38593,0
32070,3
23390,0
44812,1
50489,3
967,0
27795,4
27001,3
147,2
55759,0
56092,4
12364,0
19349,0
55729,4
30469,3
31922,4
16377,3
6570,3
46180,0
47966,2
36635,3
55427,0
4574,3
49407,0
20136,3
14037,0
26123,0
30237,3
51362,2
50486,4
41567,2
48051,0
44825,4
8728,3
487,2
55212,2
27234,2
40336,4
16735,2
46485,4
96,0
24545,3
53945,3
26488,1
33927,4
24283,0
35801,3
21690,4
665,4
26281,1
52648,3
5860,3
18754,4
7210,4
48729,3
41779,0
77,3
9851,3
22457,0
25368,1
20930,4
15001,3
20801,0
27294,3
44836,1
42366,4
2917,3
51020,0
18918,3
41255,1
48288,4
35060,4
39115,4
21621,4
51671,0
18583,1
43414,4
12747,3
47678,4
31360,4
23851,3
51875,4
33924,2
5084,3
27500,3
22495,2
49798,1
9803,0
42316,2
46807,0
5672,3
9806,1
4509,4
2252,1
27490,3
43996,3
9124,3
56,0
41662,3
40074,4
25902,3
21230,4
275,3
53257,2
30573,1
3395,3
43444,0
29535,0
8609,3
54645,3
2245,4
33034,3
44444,3
29727,4
55169,3
49507,2
54047,4
52845,0
6167,3
43374,1
15758,4
3639,1
21420,4
36231,3
17997,3
14641,4
1947,3
49998,1
9621,3
13346,1
13061,3
44661,2
50993,3
50115,0
31365,1
411,0
48244,2
15190,0
54591,0
26550,3
8213,0
33841,2
23573,0
35631,0
44190,3
52579,1
57870,2
51332,4
11665,3
23611,4
52584,0
4510,4
23849,1
40451,0
13277,3
26871,4
28492,4
42091,4
45523,2
58570,3
50174,4
49706,3
29746,0
21206,3
43475,2
7594,4
24719,3
44585,4
16323,3
11832,0
9320,0
39966,4
12532,1
46780,4
38885,3
16562,3
6070,3
13026,2
24660,2
21823,2
21649,1
11235,4
37448,4
43107,0
28026,3
54523,3
1848,0
19993,0
1145,3
24086,1
27324,2
25918,3
3544,4
1340,2
22810,1
6391,3
26085,3
16201,4
15744,4
21522,2
41940,0
18942,0
16644,0
7379,2
10519,4
10530,0
8859,4
39890,4
23730,3
11523,3
7264,0
38353,0
55154,4
43808,4
24462,0
16514,3
52568,0
6474,4
54758,0
40626,3
10272,0
44280,3
6331,2
9965,0
1022,2
11001,0
21800,4
21247,4
38951,1
17247,3
28469,1
4720,0
18621,4
15509,3
3015,3
26525,0
13473,3
9603,4
58633,3
20210,3
5385,4
57589,3
2964,4
53315,4
1713,3
54792,0
29490,1
35945,1
48175,4
36329,4
46198,4
21484,0
1852,0
28399,1
4111,3
40273,3
844,4
34917,0
18914,0
41526,3
49177,3
28406,0
29643,0
4945,4
41060,4
28652,3
41316,1
31594,0
42440,1
2869,4
55834,3
9815,1
8968,2
19785,4
32042,4
49759,0
45760,1
48138,2
23290,1
40700,4
31073,3
4304,4
3824,3
15512,4
54826,4
36956,4
42150,1
26986,2
16791,0
23163,0
47140,3
18730,4
55403,0
53104,0
30114,4
39066,4
43174,4
48099,3
11157,2
52839,1
42865,3
1428,4
51973,1
30067,3
36721,0
2624,4
39879,0
15097,3
9577,2
26967,2
48217,0
43141,3
44920,0
30134,4
15272,4
31655,4
57168,3
42590,0
92,4
1626,4
9944,0
6065,3
45748,4
36945,3
44753,0
22216,3
43914,1
17230,0
2484,4
19146,3
29315,4
3495,4
9292,0
19214,4
43662,0
34081,0
56852,0
8838,4
17217,4
2700,3
8406,0
42309,3
30049,3
53358,3
44764,1
31992,1
34346,3
5391,4
25743,4
52641,0
7803,4
25818,4
4144,4
5734,4
54264,4
25588,0
57573,0
43554,4
17587,4
18693,1
37024,4
55250,4
13094,4
28928,1
21372,3
34506,4
20422,0
735,0
4067,0
32881,2
19296,3
25928,3
44070,2
56605,3
28075,2
30941,4
35481,3
22755,3
10789,3
28935,0
56054,3
2473,0
13084,0
10587,1
14152,0
20319,1
31646,3
43932,3
39156,0
52501,0
21831,3
41344,0
42442,1
15515,1
14783,3
21149,3
38618,0
9219,1
4462,2
4957,4
55805,3
23485,3
4195,3
31610,1
11959,4
22932,3
3227,0
30796,3
44924,4
17098,4
30923,3
5411,3
305,4
23470,3
22839,3
46435,3
25111,0
9329,0
37921,0
33817,2
38170,4
15099,3
48994,1
14396,0
58333,3
13006,4
17671,4
41460,0
41927,3
27693,3
11733,3
47272,1
30208,4
35437,3
40154,2
15541,3
32120,0
18509,0
44362,2
53153,3
46067,0
45986,4
10117,3
52111,1
14038,3
21664,3
3065,3
50580,3
23538,1
5099,3
24113,1
23888,4
6946,4
7963,3
48242,3
796,4
11619,4
48926,2
31248,4
50349,1
26836,1
39642,4
18506,0
49350,0
14821,1
15700,3
31242,0
32625,1
29112,3
17031,3
7318,0
40254,2
12605,4
56089,3
16614,4
55521,0
46247,4
6525,4
32593,4
47543,4
19388,3
24886,3
21090,2
6137,4
45127,4
56448,2
5678,4
18967,3
11485,3
14989,3
48219,0
32424,3
25982,3
23833,3
41225,2
13371,3
43725,3
15539,4
3317,3
37038,3
52282,3
10167,2
45086,4
40301,1
18146,4
32860,0
51184,4
30000,1
758,4
36113,3
4644,3
12789,3
4285,0
6192,0
18188,2
55553,1
33435,4
35864,4
57192,0
51679,3
21900,3
36607,4
54628,4
23271,0
27572,3
57678,3
28147,3
9158,3
39812,1
33886,3
29137,3
25610,4
17102,4
30852,4
8144,3
3788,3
17355,4
42136,3
39429,1
57150,4
21661,3
32110,2
25721,4
32437,1
22991,1
20361,0
22536,3
47241,4
13035,3
58501,3
6510,4
14208,4
28972,3
41206,0
31354,4
24438,4
15276,3
46004,4
10739,3
36361,3
533,2
14188,2
49281,3
9472,1
30642,4
32353,4
24410,3
57356,2
50804,1
1638,0
11038,3
47984,3
55624,0
2693,1
34590,4
5528,3
24009,4
45700,3
11330,4
56124,3
46486,3
26462,1
48084,4
1883,4
58342,1
42750,2
33469,0
44012,3
28074,3
27777,2
56847,3
10228,0
35214,3
50482,3
47213,4
30883,4
40732,3
19193,2
44567,3
12633,1
4660,0
39741,0
41406,3
44947,3
9714,2
30075,3
740,0
58334,4
48761,4
11347,4
43951,2
45818,3
15971,0
51555,4
30221,4
51178,0
56417,1
35136,3
2779,1
2160,4
13385,4
43073,4
52516,0
30913,3
25662,0
20477,2
27570,0
48141,1
11349,3
57683,4
17521,4
20123,3
16912,1
27961,0
6300,3
57199,0
52011,4
37941,0
47594,1
45309,3
14548,3
13595,0
20339,4
48870,3
46213,3
46030,2
9740,3
57652,0
43665,3
33114,0
32013,0
56649,0
12431,4
25081,1
35677,3
35622,0
8349,3
49277,4
53297,4
23100,3
19740,3
638,4
15216,3
53178,2
35689,1
46436,4
11929,3
15703,4
53052,1
41128,1
53199,3
31740,3
7048,3
26110,3
57403,3
51780,3
9863,4
3185,3
37466,0
58119,3
2451,3
36893,4
28454,3
33193,4
51917,4
38279,3
33233,2
51656,2
13764,1
54733,3
15195,0
17207,0
55745,0
52434,4
40221,3
36502,3
45682,2
9563,3
2491,3
46723,4
22656,1
1373,3
8410,3
51858,4
2317,4
56038,0
57839,3
46675,4
24452,1
55863,1
5303,3
42531,3
1503,2
18264,4
23587,0
47963,3
2533,0
39353,2
9526,0
9724,3
54685,4
48298,2
44862,4
23053,2
10583,3
1865,1
10769,1
40068,0
46475,3
15870,3
31111,0
11210,1
56486,0
41472,0
38708,3
16608,4
41334,1
24638,3
56509,3
21232,1
36210,3
1361,3
23142,0
40060,1
11389,3
38835,4
6114,3
34982,1
33473,0
32479,3
35748,3
40414,3
25929,3
45738,1
19568,3
46490,3
11247,4
8264,2
41283,3
43926,0
31129,0
43300,1
1025,0
45389,4
55034,3
11356,3
22068,4
42836,1
52036,4
957,0
21339,3
55816,4
39431,4
22846,0
55725,2
57937,4
25415,3
52461,1
20766,3
44311,1
34674,3
9754,3
3129,3
16855,4
10127,4
27918,3
8078,3
38905,0
58197,3
4412,1
21808,4
39515,4
38305,1
13291,3
10845,4
19000,2
45526,2
47969,3
2652,4
31849,3
40529,4
25920,0
47903,4
33657,2
23347,0
11940,4
29695,4
9450,0
45857,4
51408,4
16531,0
2040,3
13973,3
25038,3
49644,3
16206,1
33155,3
42619,1
36080,1
12674,2
46386,0
24755,4
46914,4
1252,2
41391,1
10966,3
36040,2
41289,3
1433,2
36385,3
34066,3
34806,4
58221,2
58526,3
3588,4
39518,1
50280,3
36564,4
1957,4
50012,3
40453,0
9098,1
48667,3
25491,0
13075,0
35124,2
52025,4
26792,3
56361,3
26726,1
34869,3
5649,1
21545,4
41301,3
9157,1
31428,4
17946,0
55862,3
35724,4
26876,3
47310,1
57127,3
4878,3
19584,4
19147,2
43537,1
45804,0
54980,0
5423,1
14507,2
20751,4
31432,0
30714,4
31548,3
20733,3
49999,0
36806,0
45599,0
32708,0
51885,2
27296,4
51895,4
46171,4
44532,3
51624,3
31943,0
46494,2
42803,1
47092,4
233,2
13814,4
41740,3
9656,3
53873,0
31911,0
14759,4
55215,1
2891,2
46094,4
30604,4
55335,0
21864,4
57810,3
52639,4
55649,1
47577,2
18548,0
39044,1
34325,2
24162,0
21296,4
34701,3
44181,4
34134,4
35850,3
4080,4
11267,2
41656,4
32691,3
44949,3
44708,3
19085,3
57970,4
26470,3
55313,3
4294,3
5476,3
55494,4
14291,3
50679,0
13275,4
45541,3
35376,4
34631,4
47914,0
9052,3
4300,0
57985,1
734,1
31308,0
26743,2
54077,0
9303,4
23603,4
568,3
58618,2
45858,3
54116,1
34559,0
14325,0
42123,3
17299,3
40589,3
19631,4
10507,4
33510,4
15649,0
30832,3
7374,0
22762,2
9104,1
16629,2
35484,3
41215,3
5961,4
3575,4
54893,1
43028,3
19828,0
5034,4
36288,3
13679,3
28063,4
46183,1
23843,0
29587,3
38178,3
11834,4
57238,0
49901,4
52086,1
42094,0
31917,0
53720,3
36728,4
29011,2
53675,3
9616,3
20969,0
51515,4
325,4
14872,0
10283,3
18266,3
54269,4
32961,2
23500,0
23362,1
54505,3
4215,2
46360,0
42744,2
20776,3
30165,2
49658,4
32268,4
58304,3
12297,3
22467,0
24736,4
29698,0
13534,3
21169,3
10980,3
48376,3
41933,3
16760,3
35359,0
51480,4
12965,2
8690,0
46784,3
31853,3
14683,4
18327,4
32534,4
40217,4
1644,1
11096,4
42125,0
16726,3
52912,3
20994,3
2694,3
6079,1
14725,3
30389,0
3694,2
23155,3
40114,3
4209,3
46397,3
16573,2
38567,2
30792,3
37383,4
509,4
27447,1
16365,3
58089,1
51230,0
49971,1
27978,0
13765,4
15881,1
24870,0
4205,0
44610,0
45123,3
9990,3
28200,4
52133,3
8093,0
7942,4
57969,4
1492,4
15883,1
25341,0
43023,0
20425,3
36825,2
35815,1
19126,4
52236,3
52720,3
2382,1
1087,3
27186,0
1785,4
38921,3
54572,0
44668,3
38348,1
4445,2
4199,1
25637,4
54561,0
44968,4
11975,4
43266,1
27272,2
24747,2
10677,3
27996,3
10607,4
23568,1
14490,4
17788,4
16175,3
14627,1
6446,2
9146,0
29702,0
28867,4
9478,3
43343,1
35996,3
16184,4
12744,0
2241,0
17135,0
36276,4
43508,3
5482,1
56956,3
6778,4
29224,3
40503,1
52605,4
45999,0
4171,1
18744,3
35335,1
19357,4
30645,4
16475,3
27580,4
51904,1
18969,4
54749,3
58545,4
20815,3
31852,0
30703,3
1091,1
37051,3
14056,3
9834,3
28415,0
39120,3
38801,4
22023,3
36915,1
32906,0
17519,0
22560,4
28107,1
40335,1
50499,0
32829,0
41072,1
45020,4
3017,4
44126,3
11908,0
38361,3
2041,3
41247,2
38203,4
1385,2
12826,2
46564,4
24548,0
41119,2
2890,0
21391,3
10316,1
29426,0
6312,3
3506,2
52735,4
27627,3
50791,3
7994,1
43127,2
51539,2
10590,3
12582,4
20500,3
37192,0
49403,4
45081,3
58457,4
50647,0
17628,0
40794,4
26882,3
48129,3
1975,3
16014,4
15645,4
6122,1
57308,2
29924,3
13660,3
48895,1
43561,4
56498,4
46136,0
1268,1
53954,0
2029,2
25122,2
15165,4
7834,2
54291,3
41626,4
31821,3
11688,4
213,3
28605,2
22085,4
23190,3
7952,4
10600,4
34058,1
37413,1
55100,1
30587,3
2074,0
48166,2
26257,3
1920,4
44929,0
36963,3
21224,3
29444,3
24196,4
7509,1
4252,0
13891,2
51877,1
33686,3
57430,1
12146,3
38132,4
32324,1
47496,0
29383,4
45427,0
46895,0
15143,3
11456,3
13520,4
44833,0
50911,0
23171,4
14336,4
2578,1
57591,3
7033,3
19946,1
48601,3
8506,1
25484,3
4201,4
14571,4
57296,3
35773,3
19249,1
4583,4
37298,3
39698,3
13573,3
